event_id,event_date,title,location_description,region,landslide_category,trigger,size,fatality_count,latitude,longitude,source_name
3557,2011-05-31,"Kulamavu region, Kerala","Kulamavu region, Kerala",Kerala,landslide,downpour,medium,0,9.8012,76.9006,ibnlive.in
3609,2011-06-14,Coastal Karnataka,Coastal Karnataka,Karnataka,landslide,downpour,medium,0,14.0354,74.6624,daijiworld
5994,2014-04-15,"Patan, Baramulla District","Patan, Baramulla District",Kashmir,landslide,unknown,small,1,34.209,74.3524,Business Standard
3894,2011-07-08,"Sainj, Rishikesh-Gangotri National Highway","Sainj, Rishikesh-Gangotri National Highway",Himachal Pradesh,landslide,downpour,medium,0,31.0766,77.3916,thehindu
7177,2015-03-04,Nambilnar,Nambilnar,Kashmir,landslide,continuous_rain,medium,0,34.0978,74.4016,Greater Kashmir
5022,2013-04-07,"Pithoragarh Tehsil, Uttarakhand","Pithoragarh Tehsil, Uttarakhand",Uttarakhand,landslide,downpour,medium,0,29.58,80.2214,articles.timesofindia.indiatimes.com
4908,2013-08-06,"15 Km From Gangtok, Himalayans","15 Km From Gangtok, Himalayans",Sikkim,landslide,downpour,medium,0,27.3721,88.708,www.business-standard.com
4218,2012-02-22,"Ramban district, Srinagar-Jammu Highway (Khooni Nallah, Higni and Panthal)","Ramban district, Srinagar-Jammu Highway (Khooni Nallah, Higni and Panthal)",Kashmir,landslide,downpour,medium,0,33.241,75.234,greaterkashmir
7221,2015-07-19,"Adoshi Tunnel, Mumbai-Pune Expressway","Adoshi Tunnel, Mumbai-Pune Expressway",Maharashtra,landslide,continuous_rain,small,3,18.7632,73.347,NDTV
9124,2016-07-19,"Rongthragittim Songittal village, near Sibbari, South Garo Hills District, Meghalaya, India","Rongthragittim Songittal village, near Sibbari, South Garo Hills District, Meghalaya, India",Meghalaya,translational_slide,continuous_rain,large,0,25.203,90.5573,Business Standard
7649,2015-11-08,Gamraula near Bilaspur,Gamraula near Bilaspur,Himachal Pradesh,landslide,downpour,medium,0,31.3237,76.7622,National Highway 21 at Gamraula near Bilaspur
6874,2015-03-22,Jammu-Srinagar national highway,Jammu-Srinagar national highway,Kashmir,landslide,snowfall_snowmelt,medium,0,33.3343,75.1969,Indian Express
2282,2010-08-19,"Tuensang-Kohima rd, 3 km outside Tuensang, Nagaland","Tuensang-Kohima rd, 3 km outside Tuensang, Nagaland",Nāgāland,landslide,downpour,medium,0,26.1984,94.8158,indiablooms
9338,2016-05-18,"Sonachirra, Karimganj district, Assam, India","Sonachirra, Karimganj district, Assam, India",Assam,landslide,continuous_rain,medium,5,24.4638,92.4943,Indian Express
8227,2015-09-15,railway tracks between Dumriput and Damanjodi,railway tracks between Dumriput and Damanjodi,Odisha,rock_fall,downpour,medium,0,18.7734,82.8555,New Indian Express
7746,2015-08-20,Morha Kalana of panchyat Dhannuparole in Tehsil Ramkot,Morha Kalana of panchyat Dhannuparole in Tehsil Ramkot,Kashmir,landslide,unknown,medium,0,32.6173,75.264,Scoop News
1210,2009-02-10,Konkan railway route in southern village Canacona in Goa,Konkan railway route in southern village Canacona in Goa,Karnataka,landslide,rain,medium,0,14.9935,74.0478,ptinews
2421,2010-09-13,"road to Muanna Godown, Zuangtui, Mizoram","road to Muanna Godown, Zuangtui, Mizoram",Mizoram,landslide,downpour,medium,0,23.75407,92.74129,Mizoram Express
3581,2011-09-06,"Baglihar Dam, on river Chenab, Chanderkote in Banihal, Ramban , Jammu and Kashmir","Baglihar Dam, on river Chenab, Chanderkote in Banihal, Ramban , Jammu and Kashmir",Kashmir,landslide,downpour,medium,1,33.1617,75.3278,dailyexcelsior
2709,2010-08-11,rails between Amdalli(?) and near Thodor(Todur) stations bordering Ankola and Karwar talukas in Uttar Kanara district of neighbouring Karnataka,rails between Amdalli(?) and near Thodor(Todur) stations bordering Ankola and Karwar talukas in Uttar Kanara district of neighbouring Karnataka,Karnataka,rock_fall,downpour,medium,1,14.7822,74.2279,timesofindia.indiatimes
2249,2010-08-14,"Kiphire-Tuensang rd, Nagaland","Kiphire-Tuensang rd, Nagaland",Nāgāland,landslide,downpour,medium,0,26.0814,94.803,morungexpress
8901,2016-10-07,"National Highway 2, near Kohima, Nagaland, India","National Highway 2, near Kohima, Nagaland, India",Nagaland,landslide,downpour,medium,0,25.7902,94.1318,Business Standard
2283,2010-08-19,"2 km from Khongsang village(?), road between Tamenglong and Imphal or Nungba, Manipur","2 km from Khongsang village(?), road between Tamenglong and Imphal or Nungba, Manipur",Manipur,mudslide,downpour,medium,0,24.8961,93.4957,e-pao.net
4552,2012-09-14,"Takdah, West Bengal","Takdah, West Bengal",Sikkim,landslide,downpour,medium,0,27.0377,88.3603,Telegraph India
3117,2011-02-13,"trail between Adh Kuwari(Adhkuwari) temple and Shri Mata Vaishno Devi Cave Shrine, Trikuta Hills(?), near Katra, Reasi, Jammu and Kashmir","trail between Adh Kuwari(Adhkuwari) temple and Shri Mata Vaishno Devi Cave Shrine, Trikuta Hills(?), near Katra, Reasi, Jammu and Kashmir",Kashmir,landslide,downpour,medium,0,33.0165,74.9437,netindian.in
2016,2010-06-25,"Jeevandaya lane(?), Vijay Nagar, Ghatopar(Ghatkopar)","Jeevandaya lane(?), Vijay Nagar, Ghatopar(Ghatkopar)",Maharashtra,landslide,downpour,medium,0,19.1095,72.8929,hindustantimes
3888,2011-07-08,Gumma on Pathankot-Mandi national highway,Gumma on Pathankot-Mandi national highway,Himachal Pradesh,landslide,downpour,medium,0,31.2403,77.9258,Times of India
3746,2011-08-07,Lambagad,Lambagad,Uttarakhand,landslide,downpour,medium,0,30.6509,79.5192,ibnlive.in
7168,2015-07-04,Khanpora,Khanpora,Kashmir,landslide,continuous_rain,medium,0,34.2088,74.3279,The Northlines
6016,2014-09-05,"Satgarakul Village, Karimganj, Assam State","Satgarakul Village, Karimganj, Assam State",Assam,landslide,rain,small,7,24.8669,92.3576,Sciency Thoughts
215,2007-08-28,Phesema area at National Highway 39,Phesema area at National Highway 39,Nāgāland,landslide,rain,medium,1,25.7428,93.9136,Newkerala
4551,2012-09-14,"Bageshwar, Uttarakhand","Bageshwar, Uttarakhand",Uttarakhand,landslide,downpour,large,9,29.841,79.7758,india.nydailynews
5533,2013-09-16,"Kalimpong, West Bengal","Kalimpong, West Bengal",Bengal,landslide,downpour,small,1,27.0599,88.4674,sciencythoughts.blogspot.com
43,2007-03-23,"Doba Sayedan, Kashmir","Doba Sayedan, Kashmir",Kashmir,landslide,downpour,medium,10,33.9659,74.3313,Gulfnews.com
3146,2011-02-25,"road near Manali, Kullu","road near Manali, Kullu",Himachal Pradesh,rock_fall,continuous_rain,medium,0,32.2338,77.1784,articles.timesofindia
7780,2015-08-26,Sailam village,Sailam village,Mizoram,landslide,continuous_rain,medium,1,23.3572,92.7878,Indian Express
2281,2010-08-19,"Kisima, Nagaland","Kisima, Nagaland",Nāgāland,landslide,downpour,medium,0,25.6156,94.11603,E-PAO
1996,2010-06-17,"Shayoung Ward(?), Longleng, Nagaland","Shayoung Ward(?), Longleng, Nagaland",Nāgāland,landslide,downpour,medium,0,26.4333,94.8833,morungexpress
7012,2015-06-25,5 km from Kedarnath Temple,5 km from Kedarnath Temple,Uttarakhand,landslide,downpour,medium,0,30.6838,79.0479,The Times of India
5282,2013-05-08,"Maniyarankudy, Kerala","Maniyarankudy, Kerala",Kerala,landslide,monsoon,medium,1,9.8957,76.9346,www.deccanchronicle.com
260,2007-11-09,"National Highway 31A, between Singtam and Rangpo","National Highway 31A, between Singtam and Rangpo",,debris_flow,rain,medium,0,27.2084,88.4909,thestatesman.net
1213,2009-03-10,"Puddipadi, Kozhikode, Kerala","Puddipadi, Kozhikode, Kerala",Kerala,landslide,downpour,medium,0,11.4816,75.9957,thaindian
2291,2010-08-20,"Ranachatti(?), route to Yamunotri, Garwhal division, Uttarakhand","Ranachatti(?), route to Yamunotri, Garwhal division, Uttarakhand",Uttarakhand,landslide,downpour,medium,0,30.966,78.4151,dnaindia
6283,2014-09-22,Dakhingaon,Dakhingaon,Assam,landslide,rain,small,0,26.1314,91.7548,Assam Tribune
6339,2014-06-09,Thanmandi area of Rajouri,Thanmandi area of Rajouri,Kashmir,landslide,downpour,medium,13,33.5405,74.3723,ANI News
5683,2013-10-12,"Kankumbi, Karnataka","Kankumbi, Karnataka",,landslide,mining,small,0,15.7051,74.2197,timesofindia.indiatimes.com
2478,2010-09-20,"roads around Uttarkashi, Uttarakhand","roads around Uttarkashi, Uttarakhand",Uttarakhand,landslide,downpour,medium,0,30.7332,78.4401,sify.com
8930,2016-11-07,"North Point Colony, Akuluto, Nagaland, India","North Point Colony, Akuluto, Nagaland, India",Nagaland,landslide,unknown,large,0,26.1699,94.4922,Nagaland Post
869,2008-10-29,North Lakhimpur,North Lakhimpur,Assam,landslide,downpour,medium,0,27.2333,94.1167,rttnews
285,2007-09-29,"National Highway, 45 Aizwal (Mizoram)","National Highway, 45 Aizwal (Mizoram)",Mizoram,landslide,rain,medium,0,24.1293,92.6921,Newkerala
3662,2011-06-28,"Ikou-Gangpijang road, near: Ikou, Saikul, and Gangpijang; Imphal India","Ikou-Gangpijang road, near: Ikou, Saikul, and Gangpijang; Imphal India",Manipur,landslide,rain,medium,0,25.03562,94.01442,E-PAO
7273,2015-07-26,"Sirobagad, Rishikesh-Badrinath highway","Sirobagad, Rishikesh-Badrinath highway",Uttarakhand,landslide,continuous_rain,medium,0,30.2411,78.9014,Ani News
5328,2013-08-14,"Ramban District, Kashmir","Ramban District, Kashmir",Kashmir,landslide,downpour,medium,0,33.3018,75.1793,ibnlive.in.com
5427,2013-08-15,"Koide Government High School, Senapati, Manipur","Koide Government High School, Senapati, Manipur",Nāgāland,landslide,downpour,medium,0,25.3833,94.1884,e-pao.net
2458,2010-09-19,"roads to Gangotri, Uttarakhand","roads to Gangotri, Uttarakhand",Uttarakhand,landslide,downpour,medium,0,30.9015,78.7756,tribuneindia
8339,2015-09-23,Kamakhya Temple,Kamakhya Temple,Assam,landslide,continuous_rain,medium,0,26.1666,91.7042,Assam Times
5360,2013-08-18,"Chamoli District, Uttarakhand","Chamoli District, Uttarakhand",Uttarakhand,landslide,rain,medium,0,30.3642,79.3158,zeenews.india.com
6374,2014-06-11,"Chakwa bridge, 9 kilomters short of Doda","Chakwa bridge, 9 kilomters short of Doda",Kashmir,landslide,unknown,medium,0,33.1261,75.4481,India TV
4905,2013-07-06,"Kuthur – Huker Road Via Y Anner, Chessore, Nagaland","Kuthur – Huker Road Via Y Anner, Chessore, Nagaland",Nāgāland,landslide,unknown,medium,0,26.0977,94.7031,www.nagalandpost.com
1072,2009-08-08,"Bala, Pithoragarh, Uttarakhand (450Km from Deheradun)","Bala, Pithoragarh, Uttarakhand (450Km from Deheradun)",Uttarakhand,landslide,downpour,large,15,29.5885,80.2098,samaylive
2745,2010-11-23,"Kodaikanal-Thandigudi(Thandikudi)-Batlagundu hill road, Tamil Nadu province","Kodaikanal-Thandigudi(Thandikudi)-Batlagundu hill road, Tamil Nadu province",Tamil Nadu,landslide,downpour,medium,0,10.2462,77.582,print.dailymirror
336,2007-10-30,"bridge between Coonoor and Barliar, Tamil Nadu","bridge between Coonoor and Barliar, Tamil Nadu",Tamil Nadu,landslide,rain,medium,2,11.2777,77.1236,The hindu.com
3896,2011-07-08,Kottayam,Kottayam,Kerala,landslide,downpour,medium,1,9.5988,76.5289,ibnlive.in
4914,2013-12-06,"Rishikesh-Gangotri National Highway Near Mari Sainji Village, Uttarkashi, Uttarakhand","Rishikesh-Gangotri National Highway Near Mari Sainji Village, Uttarkashi, Uttarakhand",Uttarakhand,landslide,downpour,medium,0,30.7394,78.5306,m.timesofindia.com
9186,2016-07-25,"Imphal-Dimapur road  in Tadubi, Senapati district, Manipur, India","Imphal-Dimapur road  in Tadubi, Senapati district, Manipur, India",Manipur,landslide,continuous_rain,medium,0,25.48,94.1383,E-Pao
6934,2015-03-30,Karewas sink,Beerwah,Kashmir,landslide,continuous_rain,medium,0,34.0096,74.5915,Hindustan Times
3579,2011-08-06,"Batote-Doda Highway, Ramgarh(?), Baggar(Bagger)(?) area, Doda district, Jammu and Kashmir","Batote-Doda Highway, Ramgarh(?), Baggar(Bagger)(?) area, Doda district, Jammu and Kashmir",Kashmir,landslide,downpour,medium,4,33.1289,75.4325,2.timesdispatch
5107,2013-07-15,"National Highway 29 Near Phesama Village, Nagaland","National Highway 29 Near Phesama Village, Nagaland",Nāgāland,landslide,rain,medium,0,25.6269,94.1139,articles.timesofindia.indiatimes.com
7253,2015-07-22,Lakhipur,Lakhipur,Assam,landslide,continuous_rain,medium,5,24.7979,92.9974,Assam Times
1089,2009-08-16,"Gourishankar tea estate premises, Darjeeling, West Bengal","Gourishankar tea estate premises, Darjeeling, West Bengal",Bengal,landslide,downpour,medium,4,26.7914,88.363,news4u.co
7310,2015-08-15,Yamnotri highway,Yamnotri highway,Uttarakhand,landslide,continuous_rain,medium,0,30.9085,78.3299,Times of India
3668,2011-06-29,"Almora-Pithoragarh road, between Makrau and Thiari","Almora-Pithoragarh road, between Makrau and Thiari",Uttarakhand,landslide,downpour,medium,0,29.607,79.9298,news.in
6932,2015-03-23,Uri,Uri,Kashmir,landslide,continuous_rain,medium,0,34.0796,74.0357,Hindustan Times
4325,2012-04-16,"Gandoh, Doda district, Jammu","Gandoh, Doda district, Jammu",Kashmir,landslide,unknown,medium,1,33.1467,75.5488,ibnlive.in
5567,2013-09-30,"Dharasu, Uttarkashi, Uttarakhand","Dharasu, Uttarkashi, Uttarakhand",Uttarakhand,landslide,unknown,medium,1,30.6004,78.3154,www.thehindu.com
6286,2014-09-22,Garchuk,Garchuk,Assam,landslide,rain,small,0,26.1044,91.7082,Assam Tribune
2466,2010-09-19,"Kasauli-Parwanoo rd, Himachal Pradesh","Kasauli-Parwanoo rd, Himachal Pradesh",Himachal Pradesh,landslide,downpour,medium,0,30.8741,76.9576,himachal.us
7940,2015-03-09,Poonch,Poonch,Kashmir,landslide,unknown,medium,1,33.6794,74.2525,Daily Excelsior
2479,2010-09-20,"Pangi, NH-22, Himachal Pradesh","Pangi, NH-22, Himachal Pradesh",Himachal Pradesh,landslide,downpour,medium,0,31.5699,78.2844,himachal.us
7736,2016-02-06,Gunadala hill of Vijayawada,Gunadala hill of Vijayawada,Andhra Pradesh,rock_fall,downpour,small,1,16.5145,80.6526,New Indian Express
7040,2015-01-07,Sukhiapokhari,Sukhiapokhari,West Bengal,landslide,downpour,medium,1,26.9978,88.167,Hindustan Times
1212,2009-03-10,"Balussery, Kozhikode, Kerala","Balussery, Kozhikode, Kerala",Kerala,landslide,downpour,medium,0,11.4477,75.8289,thaindian
6782,2011-09-28,NH55 at Tindharia,NH55 at Tindharia,West Bengal,landslide,rain,medium,0,26.8545,88.3372,Telegraph
6891,2015-03-15,Shirpora,Shirpora,Kashmir,landslide,continuous_rain,small,0,34.1327,74.5594,Rising Kashmir
594,2008-06-19,"Namkaoluang village, Tamenglong-Sangrung (Khongsang) road, NH-53, Manipur","Namkaoluang village, Tamenglong-Sangrung (Khongsang) road, NH-53, Manipur",Manipur,mudslide,monsoon,medium,0,24.9336,93.8275,kanglaonline
3674,2011-06-29,Several roads in Uttarakhand,Several roads in Uttarakhand,Uttarakhand,landslide,downpour,large,10,30.0667,79.0193,ibnlive.in
5337,2013-08-16,"Yakshu, Nagaland","Yakshu, Nagaland",Nāgāland,landslide,rain,medium,0,26.4205,94.9731,www.morungexpress.com
6186,2014-07-30,"Malin, Pune, Maharashtra","Malin, Pune, Maharashtra",Maharashtra,mudslide,continuous_rain,large,151,19.162,73.6873,DNA India
3881,2011-05-08,Itanagar,Itanagar,Arunāchal Pradesh,landslide,downpour,medium,0,27.1034,93.6885,articles.timesofindia
3925,2011-08-15,"East Kameng, Arunachal Pradesh","East Kameng, Arunachal Pradesh",Arunāchal Pradesh,landslide,downpour,medium,0,27.4888,93.0153,indianexpress
5187,2013-07-25,"Malshej Ghat, Maharashtra","Malshej Ghat, Maharashtra",Maharashtra,rock_fall,downpour,small,2,19.3379,73.7767,articles.timesofindia.indiatimes.com
6867,2015-03-15,"Sonrigund Malangpora, Pulwama","Sonrigund Malangpora, Pulwama",Kashmir,landslide,continuous_rain,small,1,33.8911,74.9781,Greater Kashmir
2654,2010-10-27,"Poochapra(?), near Thodupuzha, Kattappana, Kerala","Poochapra(?), near Thodupuzha, Kattappana, Kerala",Kerala,landslide,downpour,medium,2,9.8678,76.7705,kerals
7383,2015-01-08,"Tuitung village, Khengjoi","Tuitung village, Khengjoi",Manipur,landslide,rain,medium,0,23.899,94.1434,Hindustan Times
2209,2010-06-08,"Phyang village, Leh, Ladakh, Jammu and Kashmir","Phyang village, Leh, Ladakh, Jammu and Kashmir",Kashmir,landslide,downpour,large,0,34.208,77.5101,alertnet
568,2008-03-06,Hindustan-Tibet National Highway near Matiana village,Hindustan-Tibet National Highway near Matiana village,Himachal Pradesh,landslide,rain,medium,0,31.2077,77.193,thaindian
5864,2014-12-02,"Siund - Neuli Rd, Neuli Shanshar, Himachal Pradesh 175123","Siund - Neuli Rd, Neuli Shanshar, Himachal Pradesh 175123",Himachal Pradesh,landslide,snowfall_snowmelt,large,0,31.8246,77.4702,The Times Of India India
8900,2016-07-07,"Imphal-Ukhrul sector of National Highway 102, Manipur, India","Imphal-Ukhrul sector of National Highway 102, Manipur, India",Manipur,landslide,monsoon,large,0,25.0118,94.3136,Eastern Mirror
9447,2016-05-08,"Banganga-Ardhkuwari road, enroute to he cave shrine of Mata Vaishnodevi in Jammu and Kashmir’s Reasi district","Banganga-Ardhkuwari road, enroute to he cave shrine of Mata Vaishnodevi in Jammu and Kashmir’s Reasi district",Kashmir,landslide,downpour,medium,5,33.0068,74.9455,India Express
4757,2013-02-18,"East Siang, Arunachal Pradesh","East Siang, Arunachal Pradesh",Arunāchal Pradesh,landslide,rain,medium,3,28.1193,95.1645,articles.timesofindia.indiatimes.com
2427,2010-09-13,"near Rahni Nullah(?), on Manali-Rohtang hwy, Himachal Pradesh","near Rahni Nullah(?), on Manali-Rohtang hwy, Himachal Pradesh",Himachal Pradesh,landslide,downpour,medium,0,32.3109,77.2195,timesofindia.indiatimes
7666,2015-11-08,Tousem,Tousem,Manipur,landslide,continuous_rain,medium,0,25.1019,93.3729,E-PAO
2492,2010-09-23,"Jammu-Srinagar hwy, Magarkote area, Ramban district, Jammu and Kashmir","Jammu-Srinagar hwy, Magarkote area, Ramban district, Jammu and Kashmir",Kashmir,landslide,downpour,medium,0,33.2714,75.17707,South Asian News Agency
7284,2015-07-27,"Batote-Kishtwar highway, Kishtwar stretch","Batote-Kishtwar highway, Kishtwar stretch",Kashmir,landslide,downpour,small,0,33.2706,75.7702,Greater Kashmir
6931,2015-03-23,Shopian district,Shopian district,Kashmir,landslide,continuous_rain,large,0,33.7099,74.7959,Hindustan Times
8287,2015-09-21,Jivdani Temple,Jivdani Temple,Maharashtra,landslide,downpour,medium,1,19.4662,72.8276,Nyoooz
4981,2013-06-25,"First Hairpin Bend, Kerala-Tamil Nadu Inter-State Highway, Nadukani Ghat Road Connecting Nilambur With Gudallur In Tamilnadu","First Hairpin Bend, Kerala-Tamil Nadu Inter-State Highway, Nadukani Ghat Road Connecting Nilambur With Gudallur In Tamilnadu",Tamil Nadu,landslide,downpour,medium,0,10.9628,77.5947,timesofindia.indiatimes.com
3813,2011-07-20,National Highway 31A in West Bengal's Darjeeling district,National Highway 31A in West Bengal's Darjeeling district,Bengal,landslide,rain,small,0,27.1141,88.4658,twocircles.net
2113,2010-07-21,"Singtam-Mangan rd, Sikkim","Singtam-Mangan rd, Sikkim",Sikkim,landslide,downpour,medium,0,27.3773,88.559,kuenselonline
2045,2010-06-07,"Tuensang, Nagaland","Tuensang, Nagaland",Nāgāland,mudslide,monsoon,medium,0,26.2363,94.8133,morungexpress
7701,2015-08-19,Phesama,Phesama,Nagaland,landslide,continuous_rain,medium,0,25.6278,94.1051,Nagaland Post
2470,2010-09-19,"Dehradun-Mussoorie rd, Himachal Pradesh","Dehradun-Mussoorie rd, Himachal Pradesh",Uttarakhand,landslide,downpour,medium,0,30.4326,78.0767,sify.com
3757,2011-10-07,Nalupani area in Uttarkashi district,Nalupani area in Uttarkashi district,Uttarakhand,landslide,downpour,medium,0,30.7333,78.4399,ibnlive.in
2422,2010-09-13,"Hunthar Veng, Mizoram","Hunthar Veng, Mizoram",Mizoram,landslide,downpour,medium,0,23.74183,92.71419,Mizoram Express
6513,2014-08-14,Sabroom,Sabroom,Tripura,mudslide,downpour,medium,3,23.0137,91.7174,New Indian Express
940,2008-12-20,"Panthal in Ramban district, National Highway 1; 174 km from Jammu","Panthal in Ramban district, National Highway 1; 174 km from Jammu",Kashmir,landslide,rain,medium,0,33.245,75.247,sakaaltimes
4990,2013-06-27,"Near Changu Lake, 15Km Away From Nathu La, On India-China Border In Eastern Sikkim","Near Changu Lake, 15Km Away From Nathu La, On India-China Border In Eastern Sikkim",Sikkim,landslide,downpour,medium,0,27.3765,88.7628,www.indiatvnews.com
4277,2012-03-19,"Gurez, Kashmir","Gurez, Kashmir",Kashmir,rock_fall,rain,medium,1,34.6507,74.7362,google
3886,2011-06-08,"Pallippady in Koruthode panchayat, Cholathadam in Poonjar Thekkekkara Pallippady in Koruthode panchayat and Cholathadam in Poonjar Thekkekkara panchay","Pallippady in Koruthode panchayat, Cholathadam in Poonjar Thekkekkara Pallippady in Koruthode panchayat and Cholathadam in Poonjar Thekkekkara panchayat",Kerala,landslide,downpour,medium,0,9.4237,76.9371,thehindu
2248,2010-08-14,"Noklak-Tuensang road, Nagaland","Noklak-Tuensang road, Nagaland",Nāgāland,landslide,downpour,medium,0,26.222,94.9152,morungexpress
5268,2013-04-08,"Zunheboto, Nagaland","Zunheboto, Nagaland",Nāgāland,landslide,continuous_rain,medium,0,26.0137,94.5163,www.morungexpress.com
6014,2014-07-05,"Raigad District, Maharashtra","Raigad District, Maharashtra",Maharashtra,landslide,rain,small,0,18.5158,73.1822,The Times of India
6340,2014-11-09,Parsad on NH-8,Parsad on NH-8,Rajasthan,landslide,continuous_rain,medium,0,24.1965,73.703,Times of India
6106,2014-06-26,Narakasur,Narakasur,Assam,landslide,continuous_rain,small,3,26.1407,91.7645,Two Circles
3965,2011-06-09,NH 37 at Awang Khul,NH 37 at Awang Khul,Assam,landslide,rain,medium,3,24.808,93.117,e-pao.net
858,2008-10-22,Mughal Road at Lal Ghulam Pahari (25 km from Shopian),Mughal Road at Lal Ghulam Pahari (25 km from Shopian),Kashmir,landslide,downpour,medium,2,33.6549,74.6326,74.125
9328,2016-05-20,"Eraniel station,  Kanyakumari district, India","Eraniel station,  Kanyakumari district, India",Tamil Nadu,landslide,unknown,small,0,8.2117,77.312,the Hindu
6460,2014-09-08,Baskatwa in Gaya district,Baskatwa in Gaya district,Bihar,rock_fall,unknown,medium,0,24.544,85.3492,Zee News
8935,2016-12-07,"Gaunsawaddo, Mapusa, Goa, India","Gaunsawaddo, Mapusa, Goa, India",Goa,landslide,monsoon,small,0,15.6019,73.8093,The Goan
3900,2011-08-08,"Govindghat, on the Rishikesh-Badrinath highway","Govindghat, on the Rishikesh-Badrinath highway",Uttarakhand,landslide,downpour,medium,0,30.6521,79.5566,china
1092,2009-08-16,near the Rohini-Sirubari road,near the Rohini-Sirubari road,Bengal,landslide,downpour,medium,1,26.74452,88.40012,Bengal Newz
1111,2009-08-20,"Melli Chalisey, Sikkim","Melli Chalisey, Sikkim",Bengal,landslide,downpour,medium,0,27.1344,88.4575,beacononline.wordpress
7035,2015-06-30,Mahindra,Mahindra,West Bengal,landslide,downpour,medium,3,25.4243,88.2746,International Business Times
6969,2015-06-16,"Nakham Bazaar, Tura, Meghalaya","Nakham Bazaar, Tura, Meghalaya",Meghalaya,landslide,downpour,medium,4,25.5114,90.215,The Shillong Times
2044,2010-06-07,"Kiphire,  Nagaland","Kiphire,  Nagaland",Nāgāland,mudslide,monsoon,medium,0,25.8877,94.7861,morungexpress
2587,2010-10-10,"Lower Chandmari area, PWD department, Kohima, Manipur","Lower Chandmari area, PWD department, Kohima, Manipur",Nāgāland,landslide,downpour,medium,0,25.6623,94.1072,morungexpress
8684,2016-07-07,"Kamrup district, Assam, India","Kamrup district, Assam, India",Assam,landslide,continuous_rain,medium,2,25.9611,91.3681,Hindustan Times
5263,2013-04-08,"Kunjuthanni, Idukki, Kerala","Kunjuthanni, Idukki, Kerala",Kerala,landslide,monsoon,medium,2,9.9995,77.0309,www.deccanchronicle.com
6949,2015-06-22,Dabhol village of Maharashtra's Ratnagiri district,Dabhol village of Maharashtra's Ratnagiri district,Maharashtra,landslide,downpour,medium,12,17.5861,73.1742,dna
1596,2010-03-27,"LangthAbal Khoupum, Imphal, Manipur","LangthAbal Khoupum, Imphal, Manipur",Manipur,mudslide,downpour,medium,0,24.7339,93.9161,news.oneindia
5320,2013-08-13,"Kot Village Of Tehri District, Uttarakhand","Kot Village Of Tehri District, Uttarakhand",Uttarakhand,landslide,downpour,medium,2,30.6014,78.3449,post.jagran.com
4482,2012-08-17,"Ernakulam, Kerala (Monsoon)","Ernakulam, Kerala (Monsoon)",Kerala,landslide,downpour,large,4,10.0604,76.635,dailypioneer.com
5130,2013-07-18,"Netali Maneri Marg, Uttarkashi District, Uttarakhand","Netali Maneri Marg, Uttarkashi District, Uttarakhand",Uttarakhand,debris_flow,downpour,small,0,30.7314,78.4347,post.jagran.com
1771,2010-04-20,"Raj Bhavan Guwahati, Assam","Raj Bhavan Guwahati, Assam",Assam,landslide,downpour,medium,0,26.1978,91.7665,assamtribune
710,2008-12-08,"Ayanur near Neriya, Karnataka","Ayanur near Neriya, Karnataka",Karnataka,landslide,downpour,large,0,13.986,75.452,daijiworld
7364,2015-07-31,Phungyar road,Phungyar road,Manipur,landslide,continuous_rain,medium,0,24.819,94.3551,E-PAO
3141,2011-02-23,"Rishikesh-Badrinath national highway to Rudraprayag, Chamoli, and Badrinath, Uttarakhand","Rishikesh-Badrinath national highway to Rudraprayag, Chamoli, and Badrinath, Uttarakhand",Uttarakhand,landslide,downpour,medium,0,30.4749,79.2293,zeenews
3913,2011-12-08,"The Chardham yatra, shrines of Badrinath, Kedarnath, Gangotri, and Yamunotri","The Chardham yatra, shrines of Badrinath, Kedarnath, Gangotri, and Yamunotri",Uttarakhand,landslide,rain,medium,0,29.9121,78.1723,ibnlive.in
6968,2015-06-13,"Ratacherra village along the NH-44 connecting to Barak Valley in Assam and Tripura, Meghalaya, Mizoramon","Ratacherra village along the NH-44 connecting to Barak Valley in Assam and Tripura, Meghalaya, Mizoramon",Meghalaya,landslide,continuous_rain,medium,4,25.463,92.2121,newKarala
7373,2015-01-08,between Maku village and Kamjong sub division,between Maku village and Kamjong sub division,Manipur,landslide,continuous_rain,medium,0,24.9111,94.4759,E-PAO
3893,2011-07-08,Rishikesh- Gangotri national highway in Maneri area of Uttarkashi district,Rishikesh- Gangotri national highway in Maneri area of Uttarkashi district,Goa,landslide,downpour,medium,0,15.7067,73.9551,ibnlive.in
4570,2012-09-19,Arunachal Pradesh,Arunachal Pradesh,Arunāchal Pradesh,landslide,downpour,medium,0,27.8458,95.2253,articles.timesofindia
443,2008-03-02,Landslides stop traffic,along Sringar Jammu highway between Panthial and Nachlana,Kashmir,landslide,downpour,medium,0,33.33281,75.2132,The Indian Express
5399,2013-08-25,"Borra Caves, Andhra Pradesh","Borra Caves, Andhra Pradesh",Andhra Pradesh,rock_fall,other,small,0,18.2807,83.0394,articles.timesofindia.indiatimes.com
