event_id,event_date,title,location_description,region,landslide_category,trigger,size,fatality_count,latitude,longitude,source_name
1055,2009-07-22,"Kerseong, West Bengal","Kerseong, West Bengal",Bengal,landslide,downpour,medium,0,26.8826,88.2788,One India
1054,2009-07-22,"Gayabari,  West Bengal","Gayabari,  West Bengal",Bengal,landslide,downpour,medium,0,26.8572,88.3143,One India
1061,2009-01-07,Bridge destroyed at 4th Mile,"4th Mile, Lower Mangshila in North Sikkim",,landslide,downpour,medium,0,27.478,88.527,Telegraph India
2164,2010-07-29,"Chingai-Kuingai(Quingai) route (16 kms), Chingai subdivision, Ukhrul district, Manipur","Chingai-Kuingai(Quingai) route (16 kms), Chingai subdivision, Ukhrul district, Manipur",Manipur,landslide,downpour,medium,0,25.30986,94.48215,E-Pao
3821,2011-07-21,"Kumaon, Uttarakhand","Kumaon, Uttarakhand",Uttarakhand,landslide,rain,medium,1,29.7334,79.6367,ibnlive.in
37,2007-03-19,Doba,Doba,Kashmir,landslide,rain,medium,2,33.8778,74.3333,Tribune India.com
3669,2011-06-29,"National Highway leading to Gangotri, from Dehradun","National Highway leading to Gangotri, from Dehradun",Uttarakhand,landslide,downpour,medium,0,30.7666,78.7963,IBN
3750,2011-09-07,Gangotri,Gangotri,Uttarakhand,landslide,downpour,medium,0,30.7652,78.5925,ibnlive.in
3751,2011-09-07,Kedarnath,Kedarnath,Uttarakhand,landslide,downpour,medium,0,30.7331,79.0685,ibnlive.in
3752,2011-09-07,Yamunotri,Yamunotri,Uttarakhand,landslide,downpour,medium,0,31.0188,78.4129,ibnlive.in
3819,2011-07-21,"Chamoli , Uttarakhand","Chamoli , Uttarakhand",Uttarakhand,landslide,rain,medium,1,30.4043,79.3318,ibnlive.in
4565,2012-09-18,"Jatog and Kaithlighat railway stations, Kaithleeghat, Himachal Pradesh","Jatog and Kaithlighat railway stations, Kaithleeghat, Himachal Pradesh",Himachal Pradesh,landslide,downpour,medium,0,31.0226,77.1029,Hindustan Times
4569,2012-09-19,"North Skkimm Hwy between, Chungthang and Mangan, North Skimm (9 landslides)","North Skkimm Hwy between, Chungthang and Mangan, North Skimm (9 landslides)",,landslide,downpour,large,20,27.8385,88.556,Hindustan Times
4571,2012-09-19,"Chungthang and Pegong. Houses, between Rangma and Chungthang","Chungthang and Pegong. Houses, between Rangma and Chungthang",,landslide,downpour,large,0,27.6558,88.605,Hindustan Times
4929,2013-06-16,"Rishikesh-Joshimath-Mana Road, Uttarakhand","Rishikesh-Joshimath-Mana Road, Uttarakhand",Uttarakhand,landslide,rain,medium,0,30.4954,78.3881,The Indian EXPRESS
4930,2013-06-16,"Dharasu-Gangotri Road, Uttarakhand","Dharasu-Gangotri Road, Uttarakhand",Uttarakhand,landslide,rain,medium,0,30.885,78.6695,The Indian EXPRESS
4931,2013-06-16,"Pithoragarh-Ghatiabgarh Road, Uttarakhand","Pithoragarh-Ghatiabgarh Road, Uttarakhand",Uttarakhand,landslide,rain,medium,0,29.7986,80.417,The Indian EXPRESS
4982,2013-06-25,"Thenpara, Kerala-Tamil Nadu Inter-State Highway, Nadukani Ghat Road Connecting Nilambur With Gudallur In Tamilnadu","Thenpara, Kerala-Tamil Nadu Inter-State Highway, Nadukani Ghat Road Connecting Nilambur With Gudallur In Tamilnadu",Tamil Nādu,landslide,downpour,medium,0,10.9628,77.5947,timesofindia.indiatimes.com
4983,2013-06-25,"Jaram, Kerala-Tamil Nadu Inter-State Highway, Nadukani Ghat Road Connecting Nilambur With Gudallur In Tamilnadu","Jaram, Kerala-Tamil Nadu Inter-State Highway, Nadukani Ghat Road Connecting Nilambur With Gudallur In Tamilnadu",Tamil Nādu,landslide,downpour,medium,0,10.9628,77.5947,timesofindia.indiatimes.com
5122,2013-07-17,"National Highway 29 Between Patkai Bridge And Kukidolong, Nagaland","National Highway 29 Between Patkai Bridge And Kukidolong, Nagaland",Nāgāland,mudslide,rain,medium,0,25.7658,93.9413,The Hindu
5123,2013-07-17,"National Highway 2 Near Meriema Village, 10 Km Away From Kohima","National Highway 2 Near Meriema Village, 10 Km Away From Kohima",Nāgāland,mudslide,rain,medium,0,25.7131,94.0885,The Hindu
7176,2015-02-04,Frasthar,Frasthar,Kashmir,landslide,continuous_rain,medium,0,34.1587,74.4725,The Northlines
143,2007-07-28,Vasco,Vasco,Goa,landslide,rain,medium,0,15.4014,73.8277,Oheraldo news
3659,2011-06-27,Madikeri-Mangalore highway,Madikeri-Mangalore highway,Karnataka,landslide,rain,medium,0,12.6771,75.2565,Times of India
1097,2009-08-17,Pithoragarh district,Pithoragarh district,Uttarakhand,landslide,continuous_rain,medium,0,29.4085,80.1327,samaylive
7370,2015-01-08,between Moltuk to New Songjang village,between Moltuk to New Songjang village,Manipur,landslide,continuous_rain,medium,0,24.1419,94.1078,E-PAO
4928,2013-06-16,"Rudraprayag-Gaurikund Road, Uttarakhand","Rudraprayag-Gaurikund Road, Uttarakhand",Uttarakhand,landslide,rain,medium,0,30.4619,79.0765,The Indian EXPRESS
4445,2012-05-07,"Badrinath Rd,  Rishikesh, Uttarakhand","Badrinath Rd,  Rishikesh, Uttarakhand",Uttarakhand,landslide,downpour,large,1,30.1281,78.3221,dailypioneer
2118,2010-07-22,"near Panthal, between Ramban and Ramsu(?), on Jammu-Srinagar hwy, Jammu and Kashmir","near Panthal, between Ramban and Ramsu(?), on Jammu-Srinagar hwy, Jammu and Kashmir",Kashmir,landslide,downpour,medium,0,33.3893,75.203,dnaindia
2502,2010-09-25,"Dharam-Tharad area(?), Ramban district","Dharam-Tharad area(?), Ramban district",Kashmir,landslide,downpour,medium,0,33.241,75.2382,thehindu
5635,2013-11-13,"Karakkamandapam, Kerala","Karakkamandapam, Kerala",Kerala,landslide,downpour,medium,0,8.4557,77.009,www.deccanchronicle.com
5084,2013-12-07,"National Highway 2 Near Phesama Village Close To Kisama Naha Heritage Site, Kohima District, Nagaland","National Highway 2 Near Phesama Village Close To Kisama Naha Heritage Site, Kohima District, Nagaland",Nāgāland,landslide,downpour,medium,0,25.616,94.1167,www.assamtribune.com
3618,2011-06-17,"Nathpa village, Kinnaur District, Himachal Pradesh","Nathpa village, Kinnaur District, Himachal Pradesh",Himachal Pradesh,landslide,downpour,medium,0,31.5639,77.9798,ibnlive.in
7726,2015-08-22,Shimla-Kalka National Highway near Shoghi,Shimla-Kalka National Highway near Shoghi,Himachal Pradesh,landslide,downpour,medium,0,31.0365,77.1213,Tribune
5225,2013-07-28,"Bhatwari Area Of Uttarkashi Districti, Uttarakhand","Bhatwari Area Of Uttarkashi Districti, Uttarakhand",Uttarakhand,mudslide,downpour,small,1,30.819,78.6149,ibnlive.in.com
3986,2011-09-25,"Singamari, Darhelling, West Bengal","Singamari, Darhelling, West Bengal",Bengal,landslide,downpour,medium,0,27.0605,88.255,articles.timesofindia
2566,2010-08-10,"Sahong, Tabu and Pani village under Tadubi police station of Senapati district, NH-39","Sahong, Tabu and Pani village under Tadubi police station of Senapati district, NH-39",Nāgāland,mudslide,downpour,medium,0,25.4769,94.1351,e-pao.net
1050,2009-03-07,Darjeeling (between Tin Dharia and Rongtong),Darjeeling (between Tin Dharia and Rongtong),Bengal,landslide,rain,medium,0,26.87324,88.29184,beacononline.wordpress
2226,2010-09-08,Kishtwār : One person was killed and seven others were injured in a landslide triggered by heavy rains in the remote area of Kishtwar district in Jam*,,Kashmir,landslide,downpour,medium,1,33.334,75.7627,thehindu
3116,2011-02-13,"Srinagar-Jammu Natl. Hwy., at Panthal, Srinagar, Jammu and Kashmir","Srinagar-Jammu Natl. Hwy., at Panthal, Srinagar, Jammu and Kashmir",Kashmir,landslide,rain,medium,0,33.33876,75.19211,Daily News and Analysis
1988,2010-06-15,"Khandala, on Mumbai-Pune Expressway","Khandala, on Mumbai-Pune Expressway",Maharashtra,landslide,downpour,small,0,18.7624,73.3747,punemirror
4139,2012-12-01,"Shatani Nallah, Ramban District","Shatani Nallah, Ramban District",Kashmir,landslide,downpour,medium,0,33.2407,75.2373,thehindu
1109,2009-08-20,Lumding-Badarpur section in North Cachar Hills district,Lumding-Badarpur section in North Cachar Hills district,Assam,landslide,downpour,medium,0,25.5215,93.1645,prokerala
7196,2015-12-07,Between Batote and Ramban,Between Batote and Ramban,Kashmir,landslide,continuous_rain,medium,0,33.2049,75.2845,Kashmir Times
3128,2011-02-16,"near Ramban, Jammu-Srinagar hwy, Jammu and Kashmir","near Ramban, Jammu-Srinagar hwy, Jammu and Kashmir",Kashmir,landslide,downpour,medium,0,33.2609,75.244,greaterkashmir
3777,2011-07-15,Rahni,Rahni,Himachal Pradesh,landslide,downpour,medium,1,32.3491,77.2181,articles.timesofindia
2206,2010-06-08,"villages Shapoo(?), Bazgo(?) and wide area around Leh, Ladakh, Jammu and Kashmir","villages Shapoo(?), Bazgo(?) and wide area around Leh, Ladakh, Jammu and Kashmir",Kashmir,landslide,downpour,very_large,234,34.1416,77.4871,alertnet
1961,2010-09-06,"Ishok Chingphu(?), Bishnupur, Assam","Ishok Chingphu(?), Bishnupur, Assam",Meghālaya,landslide,downpour,medium,0,25.8833,91.2,e-pao.net
595,2008-06-20,Kurseong sub division,Kurseong sub division,Bengal,landslide,rain,medium,0,26.885,88.2778,thestatesman
9474,2016-07-08,"Parmandal, Jammu","Parmandal, Jammu",Kashmir,landslide,continuous_rain,medium,1,32.6987,75.0582,The Indian Express
9199,2016-08-06,"Srinagar-Leh highway in Shutkady near Sonamarg, Ganderbal district, Jammu and Kashmir, India","Srinagar-Leh highway in Shutkady near Sonamarg, Ganderbal district, Jammu and Kashmir, India",Kashmir,landslide,downpour,medium,0,34.2952,75.3226,Daily kashmir Images
2578,2010-09-10,"NH-39 in Karong area, Manipur","NH-39 in Karong area, Manipur",Nāgāland,landslide,downpour,medium,0,25.3179,94.0462,e-pao
322,2007-10-21,National Highway 53 at Nungba in Tamenglong district of Manipur,National Highway 53 at Nungba in Tamenglong district of Manipur,Assam,landslide,rain,medium,0,24.75,93.4333,Hmar.net
5552,2013-09-24,"Ukhrul, Manipur","Ukhrul, Manipur",Manipur,landslide,unknown,medium,0,25.0985,94.3619,www.morungexpress.com
3707,2011-03-07,Blocked the track between Railpathri and Baltal,Blocked the track between Railpathri and Baltal,Kashmir,landslide,rain,medium,0,34.1601,75.496,ibnlive.in
3621,2011-06-17,"St Mary's Hill, 3 km from Kurseong, West Bengal","St Mary's Hill, 3 km from Kurseong, West Bengal",Bengal,mudslide,downpour,large,4,26.88,88.28,articles.timesofindia
2241,2010-08-13,"Gangotree national highway near Bhatvaree, Uttarkashi district","Gangotree national highway near Bhatvaree, Uttarkashi district",Uttarakhand,landslide,downpour,medium,0,30.802,78.61786,Samachar Today
3562,2011-01-06,"Kottayam-Kattapana road, at Ellapara(Elappara) village, Idukki, Kerala","Kottayam-Kattapana road, at Ellapara(Elappara) village, Idukki, Kerala",Kerala,landslide,downpour,medium,0,9.6326,76.9792,ibnlive.in
3250,2011-03-19,"Jammu-Srinagar hwy, Digdol, Ramban, Jammu and Kashmir","Jammu-Srinagar hwy, Digdol, Ramban, Jammu and Kashmir",Kashmir,landslide,downpour,medium,0,33.3308,75.1773,pakistantimes
9356,2016-02-08,"Malshej ghat, Maharashtra, India","Malshej ghat, Maharashtra, India",Maharashtra,rock_fall,monsoon,medium,0,19.3421,73.7735,Indian Express
5208,2013-07-26,Rishikesh-Badrinath Highway Near Kaleshwar,Rishikesh-Badrinath Highway Near Kaleshwar,Uttarakhand,landslide,rain,medium,0,30.2835,79.2498,www.business-standard.com
5053,2013-07-07,"Mandi-Pathankot Highway At Gumma In Mandi, Himachal Pradesh","Mandi-Pathankot Highway At Gumma In Mandi, Himachal Pradesh",Himachal Pradesh,landslide,downpour,medium,0,31.9671,76.8521,articles.timesofindia.indiatimes.com
1993,2010-06-16,"Kurseong sub-division, Road between Kurseong and New Jalpaiguri","Kurseong sub-division, Road between Kurseong and New Jalpaiguri",Bengal,landslide,downpour,medium,0,26.8073,88.3162,sify.com
6928,2015-03-31,Joshimath-Mallari road,Joshimath-Mallari road,Uttarakhand,landslide,construction,medium,4,30.6145,79.8102,Indian Express
7031,2015-05-24,"Bop, Sikkim","Bop, Sikkim",Sikkim,landslide,unknown,medium,0,27.6163,88.6586,The Olympian
9351,2016-07-03,Chhindwara,Chhindwara,Madhya Pradesh,landslide,unknown,medium,3,22.1337,78.8979,DNA
7932,2016-06-28,"PHC Cansaulim, Goa, India","PHC Cansaulim, Goa, India",Goa,landslide,downpour,small,0,15.3455,73.8976,The Times Of India
4535,2012-03-09,"Chembur, Mumbai, Maharashtra","Chembur, Mumbai, Maharashtra",Maharashtra,landslide,downpour,medium,0,19.0397,72.907,dna
4514,2012-08-24,"Mandi, Himachal Pradesh,","Mandi, Himachal Pradesh,",Himachal Pradesh,landslide,downpour,medium,0,31.709,76.9312,business-standard
7084,2015-06-07,"Mall Rd, Nainital","Mall Rd, Nainital",Uttarakhand,landslide,downpour,medium,0,29.393,79.4525,The New India Express
4498,2012-08-18,Kullu-Manali-Rohtang,Kullu-Manali-Rohtang,Himachal Pradesh,landslide,downpour,medium,0,32.1797,77.1947,ibnlive.in
1157,2009-12-09,Kalka-Shimla toy train track near Kaithlighat,Kalka-Shimla toy train track near Kaithlighat,Himachal Pradesh,landslide,downpour,small,0,31.1032,77.1625,northindiatimes
2460,2010-09-19,"roads to Manali, Himachal Pradesh","roads to Manali, Himachal Pradesh",Himachal Pradesh,landslide,downpour,medium,0,31.9843,77.1889,tribuneindia
2025,2010-06-28,"Police CID complex(?), Shillong, Meghalaya","Police CID complex(?), Shillong, Meghalaya",Meghālaya,landslide,downpour,medium,1,25.5728,91.885,hindustantimes
9405,2016-04-19,"Techahan Ward, Mon, Nagaland, India","Techahan Ward, Mon, Nagaland, India",Nagaland,landslide,continuous_rain,medium,0,26.7223,95.0243,Assam Tribune
6962,2015-06-18,Dhaktebhat in Dongri village of St Andre constituency,Dhaktebhat in Dongri village of St Andre constituency,Goa,landslide,continuous_rain,medium,0,15.4465,73.927,Goa
1908,2010-05-27,"Tyakshi(?) village near Turtuk(Nubra Valley) on Leh-Saichen(Siachan) rd, Jammu and kashmir","Tyakshi(?) village near Turtuk(Nubra Valley) on Leh-Saichen(Siachan) rd, Jammu and kashmir",Kashmir,landslide,rain,medium,0,34.5628,77.6001,deccanchronicle
5343,2013-08-17,The Imphal-Jiribam Section Of Nh-37 In Tamenglong District,The Imphal-Jiribam Section Of Nh-37 In Tamenglong District,Assam,landslide,continuous_rain,medium,0,24.7625,93.4341,www.nagalandpost.com
6971,2015-09-06,"Itanagar, Arunachal Pradesh","Itanagar, Arunachal Pradesh",Arunachal Pradesh,landslide,continuous_rain,medium,2,27.0987,93.816,First Post
57,2007-11-04,"Sikkim, 13 km north of Gangtok","Sikkim, 13 km north of Gangtok",,landslide,downpour,medium,0,27.4459,88.6193,WebIndia123.com
1611,2010-01-04,"Paglanala village, Dholai Block, near Dwarbandh locality of the district, Cachar district (could only find district) 45 km from Silchar, Assam","Paglanala village, Dholai Block, near Dwarbandh locality of the district, Cachar district (could only find district) 45 km from Silchar, Assam",Assam,landslide,downpour,medium,3,25.1553,93.028,en.apa
3905,2011-10-08,Chardham yatra,Chardham yatra,Uttarakhand,landslide,rain,medium,0,30.2828,78.3041,hindustantimes
2015,2010-06-25,"hill(?) in Valmik Nagar, Kurla (Valmikinagar), Mumbai","hill(?) in Valmik Nagar, Kurla (Valmikinagar), Mumbai",Maharashtra,landslide,downpour,medium,0,19.069,72.8703,hindustantimes
3749,2011-09-07,Badrinath,Badrinath,Uttarakhand,landslide,downpour,medium,0,30.7412,79.4929,ibnlive.in
147,2007-07-30,Lawngtlai,Lawngtlai,Mizoram,landslide,downpour,medium,0,22.533,92.899,Red Cross - Field reports
6189,2014-03-08,"Rayagada, Odisha","Rayagada, Odisha",State of Odisha,landslide,continuous_rain,small,0,19.1497,83.6299,Times of India
6358,2014-06-09,Rakha Jaganoo,Rakha Jaganoo,Kashmir,landslide,rain,medium,5,32.8468,75.137,Deccan Chronicle
4382,2012-03-06,"between Harangajao and Mailongdisa, Assa,","between Harangajao and Mailongdisa, Assa,",Assam,landslide,downpour,medium,0,25.1175,92.8573,articles.timesofindia
8367,2016-06-30,"Didihat, Uttarakhand, India","Didihat, Uttarakhand, India",Uttarakhand,mudslide,monsoon,large,0,29.8002,80.2565,NDTV (New Delhi Television Limited)
1112,2009-08-20,"NH31A, Mile 27 near Rambi","NH31A, Mile 27 near Rambi",Sikkim,mudslide,downpour,medium,0,27.1761,88.5287,beacononline.wordpress
100,2007-06-25,Kozhikode,Kozhikode,Kerala,landslide,rain,medium,0,11.2738,75.8275,United Nations Development Programme - Relief Web
2424,2010-09-13,"near Tuivawl(?), Aizawl-Champhai rd, Aizawl district, Mizoram","near Tuivawl(?), Aizawl-Champhai rd, Aizawl district, Mizoram",Mizoram,landslide,downpour,medium,0,23.591,92.9296,Mizoram Express
9166,2016-07-18,"Gangotri Highway near Helgugad, Uttarkashi, Uttarakhand, India","Gangotri Highway near Helgugad, Uttarkashi, Uttarakhand, India",Uttarakhand,rock_fall,rain,medium,0,30.7313,78.4358,Frify
2379,2010-03-09,"Rudraprayag, Rishikesh-Badrinath hwy","Rudraprayag, Rishikesh-Badrinath hwy",Uttarakhand,landslide,downpour,medium,0,30.2851,78.9829,timesofindia.indiatimes
2391,2010-04-09,"Ranachatti(?), on road to Yamunotri","Ranachatti(?), on road to Yamunotri",Uttarakhand,landslide,downpour,medium,0,30.8987,78.3399,economictimes.indiatimes
78,2007-05-23,"Pangthang, on road b/t Gangtok and North Sikkim","Pangthang, on road b/t Gangtok and North Sikkim",Sikkim,landslide,rain,medium,0,27.3383,88.6069,Sikkim times.com
705,2008-10-08,"Monkey Hill and Khandala, Maharashtra","Monkey Hill and Khandala, Maharashtra",Maharashtra,landslide,rain,medium,0,18.72,73.47,timesofindia.indiatimes
5638,2013-11-13,"Nagercoil, Tamil Nadu","Nagercoil, Tamil Nadu",Tamil Nadu,landslide,downpour,medium,0,8.1747,77.444,articles.timesofindia.indiatimes.com
5097,2013-07-14,"Near Rampur, Himachal Pradesh","Near Rampur, Himachal Pradesh",Himachal Pradesh,landslide,downpour,medium,1,31.4711,77.6746,ibnlive.in.com
2136,2010-07-25,Solan roads,Solan roads,Himachal Pradesh,landslide,downpour,medium,0,30.904,77.0969,himvani
6322,2014-10-27,Dum Dum Parai,Dum Dum Parai,Tamil Nadu,rock_fall,downpour,medium,0,10.2379,77.6377,Times of India
4504,2012-08-21,"Barnoi, Bandipora, Kashmir","Barnoi, Bandipora, Kashmir",Kashmir,landslide,downpour,medium,0,34.6113,74.9499,hindustantimes
5431,2013-01-09,"Tamenglong, Manipur","Tamenglong, Manipur",Assam,mudslide,continuous_rain,medium,0,24.9829,93.5063,e-pao.net
2963,2011-11-01,"St Inez construction site, Panaji","St Inez construction site, Panaji",Goa,landslide,construction,medium,0,15.4838,73.8164,The Times of India
3672,2011-06-29,"Portions of NH 39, Connectin Manipur with Assam via Nagaland","Portions of NH 39, Connectin Manipur with Assam via Nagaland",Assam,landslide,downpour,medium,0,25.5125,93.3613,articles.timesofindia
2416,2010-12-09,"Uttarkashi town, Uttarakhand","Uttarkashi town, Uttarakhand",Uttarakhand,landslide,downpour,medium,0,30.7333,78.4403,youtube
7262,2015-07-21,"Miru, Manali-Leh highway","Miru, Manali-Leh highway",Kashmir,landslide,continuous_rain,small,0,33.7403,77.7559,The Indian Express
2161,2010-07-29,"Uttarkāshi : Landslips, triggered by heavy rain, blocked two key highways connecting Rishikesh, Gangotri and Badrinath in Uttarakhand on Thursday, le*",,Uttarakhand,landslide,downpour,medium,0,30.7467,78.4517,hindu
3997,2011-09-30,Mangan : The slide which occurred at Thingchim around 18 kilometers from Mangan towards Gangtok has disrupted the Mangan-Gangtok traffic again. The s*,,,landslide,unknown,medium,0,27.5161,88.5575,isikkim.com
2253,2010-08-15,"Chingai-Kuingai(Quingai) route (16 kms), Chingai subdivision, Ukhrul district, Manipur","Chingai-Kuingai(Quingai) route (16 kms), Chingai subdivision, Ukhrul district, Manipur",Manipur,landslide,downpour,medium,0,25.31006,94.48265,e-pao
3764,2011-12-07,Between Kasara and Igatpuri,Between Kasara and Igatpuri,Maharashtra,landslide,rain,medium,0,19.6699,73.5111,hindustantimes
2210,2010-06-08,"Leh airport, Ladakh, Jammu and Kashmir","Leh airport, Ladakh, Jammu and Kashmir",Kashmir,landslide,downpour,large,0,34.1619,77.5528,alertnet
2464,2010-09-19,"road to Chopal, Himachal Pradesh","road to Chopal, Himachal Pradesh",Himachal Pradesh,landslide,downpour,medium,0,30.9544,77.5063,himachal.us
7158,2015-11-07,"Srinigar-Jammu Highway, Gangroo, Udhampur","Srinigar-Jammu Highway, Gangroo, Udhampur",Kashmir,landslide,continuous_rain,medium,0,32.9262,75.1447,onmanora
5099,2013-07-14,"Sirmaur District, Himachal Pradesh","Sirmaur District, Himachal Pradesh",Himachal Pradesh,landslide,rain,medium,0,30.6738,77.3544,ibnlive.in.com
2305,2010-08-21,"Jeori-Ganvi(?) rd, Kinnuar(Kinnaur) district, Himachal Pradesh","Jeori-Ganvi(?) rd, Kinnuar(Kinnaur) district, Himachal Pradesh",Himachal Pradesh,landslide,downpour,medium,0,31.5304,77.7755,himvani
5285,2013-05-08,"Jhulaghat Area Of Pithoragarh District, Uttarakhand","Jhulaghat Area Of Pithoragarh District, Uttarakhand",Uttarakhand,landslide,monsoon,medium,1,29.5659,80.3657,www.moneycontrol.com
1108,2009-08-20,"Tamei, Tamenglong district on Imphal-Tamenglong (IT) road","Tamei, Tamenglong district on Imphal-Tamenglong (IT) road",Assam,landslide,downpour,medium,0,24.9925,93.5,kanglaonline
2467,2010-09-19,"Kumarhatti-Nahan road, Himachal Pradesh","Kumarhatti-Nahan road, Himachal Pradesh",Himachal Pradesh,landslide,downpour,medium,0,30.7198,77.1695,himachal.us
448,2008-08-02,Kodaikanal,Kodaikanal,Karnātaka,landslide,rain,medium,0,12.9752,77.6092,newindpress
6105,2014-06-26,Arunachal Pradesh,Arunachal Pradesh,Arunachal Pradesh,landslide,continuous_rain,medium,0,28.9205,95.3429,Times of India
7175,2015-05-04,"Wadpora, Budgam near Vidyala School","Wadpora, Budgam near Vidyala School",Kashmir,landslide,continuous_rain,medium,0,33.9243,74.6163,Kashmir Life
9168,2016-12-06,"NH 13 10 kilometers from Old Ziro, Arunachal Pradesh, India","NH 13 10 kilometers from Old Ziro, Arunachal Pradesh, India",Arunachal Pradesh,landslide,downpour,medium,0,27.6438,93.871,Arunachal Times
554,2008-05-28,"Periyanmala, Kottayam district, Kerala, India","Periyanmala, Kottayam district, Kerala, India",Kerala,landslide,downpour,medium,0,9.7327,76.8403,personal communication
7021,2015-06-27,"Old Monastery Road, Ghum","Old Monastery Road, Ghum",West Bengal,landslide,downpour,medium,1,27.0076,88.251,The Times of India
7159,2015-10-07,"Baliyanala, Nainithal","Baliyanala, Nainithal",Uttarakhand,landslide,continuous_rain,medium,0,29.3908,79.4552,The Tribune
3560,2011-05-31,"Gaoilung(Gadailong) village(?), Ward 4(?), Tamenglong, Manipur","Gaoilung(Gadailong) village(?), Ward 4(?), Tamenglong, Manipur",Manipur,landslide,downpour,medium,2,24.8286,93.5935,kanglaonline.com
2215,2010-06-08,Manali-Chandigarh highway,Manali-Chandigarh highway,Himachal Pradesh,landslide,downpour,medium,0,32.371,77.2468,sify.com
587,2008-06-15,"Lakhimpur district, Bihpuria, Assam","Lakhimpur district, Bihpuria, Assam",Assam,landslide,downpour,medium,17,27.2298,94.0989,Telegraph India
237,2007-06-09,Pithoragarh,Pithoragarh,Uttarakhand,landslide,rain,large,0,29.5833,80.2167,The hindu.com
8012,2015-06-09,"Umling, Meghalaya 793102, India","Umling, Meghalaya 793102, India",Meghalaya,landslide,unknown,medium,0,25.9703,91.8584,The Assam Tribune
7062,2015-05-14,"Poshiana, 27 km point of road from Bafliaz","Poshiana, 27 km point of road from Bafliaz",Kashmir,landslide,downpour,small,0,33.6303,74.4838,Greater Kashmir
5633,2013-11-13,"Valiyasalai, Thiruvananthapuram, Kerala","Valiyasalai, Thiruvananthapuram, Kerala",Kerala,landslide,downpour,medium,0,8.4951,76.921,english.manoramaonline.com
2369,2010-08-31,"Chittinagar, Vijayawada city, Andhra Pradesh","Chittinagar, Vijayawada city, Andhra Pradesh",Andhra Pradesh,landslide,downpour,medium,0,16.5332,80.6103,fullhyderabad
7335,2015-08-18,Tura Civil Hospital,Tura Civil Hospital,Meghalaya,landslide,continuous_rain,medium,0,25.5145,90.2023,Shillong Times
7215,2015-07-13,"Spiti Valley, Himachal Pradesh","Spiti Valley, Himachal Pradesh",Himachal Pradesh,landslide,continuous_rain,small,1,32.2473,78.037,The Times of India
5179,2013-07-24,"Karnaprayag, Uttarakhand","Karnaprayag, Uttarakhand",Uttarakhand,landslide,downpour,medium,0,30.262,79.2191,www.livemint.com
704,2008-10-08,Edakumeri near Subrahmanya,Edakumeri near Subrahmanya,Karnataka,landslide,downpour,medium,0,12.6445,75.605,daijiworld
6840,2015-05-02,Kalsan village near Bagial Dhara,Kalsan village near Bagial Dhara,Kashmir,landslide,unknown,medium,0,33.7453,74.1794,Daily Excelsior
3568,2011-02-06,"Thodpuzha(Thodupuzha) municipality, Idukki, Kerala","Thodpuzha(Thodupuzha) municipality, Idukki, Kerala",Kerala,landslide,downpour,medium,0,9.8721,76.7046,ibnlive.in
6544,2014-08-22,second hairpin bend near Varattupallam,second hairpin bend near Varattupallam,Tamil Nadu,other,downpour,medium,0,11.683,77.571,Times of India
2014,2010-06-25,"Sewri(?), New Shivaji Nagar, Mumbai","Sewri(?), New Shivaji Nagar, Mumbai",Maharashtra,landslide,downpour,medium,0,19.153,72.9266,hindustantimes
8962,2016-06-18,"main road between Gulem and Loliem and Cotigao, at Baddem, Goa, India","main road between Gulem and Loliem and Cotigao, at Baddem, Goa, India",Goa,mudslide,downpour,medium,0,15.0275,74.1623,Oherald Goa
6570,2011-08-30,Pomendi cutting near Ratnagiri,Pomendi cutting near Ratnagiri,Maharashtra,landslide,continuous_rain,medium,0,17.4303,73.5097,Times of India
7167,2015-08-04,Keran,Keran,Kashmir,landslide,continuous_rain,small,0,34.6609,73.9593,NDTV
141,2007-07-26,Singtam,Singtam,Meghālaya,landslide,rain,medium,0,25.38,91.88,thestatesman.net
3983,2011-09-23,"Maighuli, Guwahati, Meghalaya","Maighuli, Guwahati, Meghalaya",Assam,landslide,downpour,large,4,26.1548,91.7351,nbtvlive
395,2007-12-16,2 Soldiers Killed,"Thang Bridge 10 km from Turtuk, Leh, Jammu and Kashmir",Kashmir,landslide,rain,medium,13,34.93977,76.83271,Times of India
1487,2010-08-02,"Narundi area of Uri, Jammu and Kashmir","Narundi area of Uri, Jammu and Kashmir",Kashmir,landslide,downpour,medium,1,34.0876,74.0225,ptinews
419,2008-09-01,"Panthihal near Ramban,  Srinagar-Jammu highway","Panthihal near Ramban,  Srinagar-Jammu highway",Kashmir,landslide,rain,medium,0,33.23738,75.24528,greaterkashmir
148,2007-07-30,Saiha,Saiha,Mizoram,landslide,downpour,medium,0,22.479,92.967,Red Cross - Field reports
3899,2011-08-08,"Chhatanga area; Helkugad; and Netala, all on the Rishikesh-Yamunotri National Highway","Chhatanga area; Helkugad; and Netala, all on the Rishikesh-Yamunotri National Highway",Uttarakhand,landslide,downpour,medium,0,30.2258,78.3755,china
2120,2010-07-22,"Patlot-Aghora road, Almora District","Patlot-Aghora road, Almora District",Uttarakhand,landslide,downpour,medium,1,29.6095,79.6628,gsi.gov
1094,2009-08-16,"Katare village, 80 km from Kalimpong","Katare village, 80 km from Kalimpong",Bengal,landslide,downpour,medium,1,27.15977,88.63411,Telegraph
